"REG_MEAS_ID"	"REG_MEAS_TYPE"	"WDID"	"RECEIVED_DATE"	"PROCESSED_DATE"	"TERMINATION_DATE"	"STATUS_CODE_NAME"	"STATUS_DATE"	"REGION"	"COUNTY_CODE"	"FACILITY_NAME"	"PLACE_SIZE"	"PLACE_SIZE_UNIT"	"FACILITY_ADDRESS"	"FACILITY_CITY"	"FACILITY_STATE"	"FACILITY_ZIP"	"FACILITY_COUNTY"	"FACILITY_CONTACT_NAME"	"FACILITY_CONTACT_TITLE"	"FACILITY_CONTACT_PHONE"	"FACILITY_CONTACT_PHONE_EXT"	"FACILITY_CONTACT_EMAIL"	"OPERATOR_NAME"	"OPERATOR_ADDRESS"	"OPERATOR_CITY"	"OPERATOR_STATE"	"OPERATOR_ZIP"	"OPERATOR_CONTACT_NAME"	"OPERATOR_CONTACT_TITLE"	"OPERATOR_CONTACT_PHONE"	"OPERATOR_CONTACT_PHONE_EXT"	"OPERATOR_CONTACT_EMAIL"	"OPERATOR_TYPE"	"DEVELOPER_NAME"	"DEVELOPER_ADDRESS"	"DEVELOPER_CITY"	"DEVELOPER_STATE"	"DEVELOPER_ZIP"	"DEVELOPER_CONTACT_NAME"	"DEVELOPER_CONTACT_TITLE"	"CONSTYPE_LINEAR_UTILITY_IND"	"EMERGENCY_PHONE_NO"	"EMERGENCY_PHONE_EXT"	"CONSTYPE_ABOVE_GROUND_IND"	"CONSTYPE_BELOW_GROUND_IND"	"CONSTYPE_CABLE_LINE_IND"	"CONSTYPE_COMM_LINE_IND"	"CONSTYPE_COMMERTIAL_IND"	"CONSTYPE_ELECTRICAL_LINE_IND"	"CONSTYPE_GAS_LINE_IND"	"CONSTYPE_INDUSTRIAL_IND"	"CONSTYPE_OTHER_DESRIPTION"	"CONSTYPE_OTHER_IND"	"CONSTYPE_RECONS_IND"	"CONSTYPE_RESIDENTIAL_IND"	"CONSTYPE_TRANSPORT_IND"	"CONSTYPE_UTILITY_DESCRIPTION"	"CONSTYPE_UTILITY_IND"	"CONSTYPE_WATER_SEWER_IND"	"DIR_DISCHARGE_USWATER_IND"	"RECEIVING_WATER_NAME"	"CERTIFIER_NAME"	"CERTIFIER_TITLE"	"CERTIFICATION_DATE"	"PRIMARY_SIC"	"SECONDARY_SIC"	"TERTIARY_SIC"	"DateTimeEntered"
402326.00	"Industrial"	"9 37I022545"	2/23/2010 0:00:00	3/3/2010 0:00:00		"Active"	3/3/2010 0:00:00	9.00	37.00	"SA Recycling"	1.20	"Acres"	" 3055 Commercial St"	"San Diego"	"California"	92113.00	"San Diego"	"Todd Peterson"		"714-632-2000"	"2041"	"tpeterson@sarecycling.com"	"SA Recycling LLC"	" 2411 N Glassell St"	"Orange"	"California"	92865.00	"Todd Peterson"		"714-632-2000"	"2041"	"tpeterson@sarecycling.com"	"Private Business"		" "		"California"		" "																					"N"	"San Diego Bay"	"Tesha Johnson"	"Corporate Permits Manager"	"28-JAN-15 11.42.59.662000 AM"	"5093-Scrap and Waste Materials"			8/14/2017 12:48:38
402559.00	"Industrial"	"9 37I022572"	3/22/2010 0:00:00	3/29/2010 0:00:00	1/15/2013 0:00:00	"Terminated"	1/15/2013 0:00:00	9.00	37.00	"Sigsbee Street Storage"	135219.00	"SqFt"	" 1699 Main St"	"San Diego"	"California"	92113.00	"San Diego"	"Hugo Bermudez"		"619-544-3400"			"General Dynamics NASSCO"	" 2798 Harbor Dr MS 22A"	"San Diego"	"California"	92113.00	"Hugo Bermudez"		"619-544-7780"			"Private Business"		" "		"California"		" "																					"N"	"San Diego Bay"	"Michael Chee"	"Manager"	"19-FEB-10 12.00.00.000000 AM"	"3731-Ship Building and Repairing"	"4225-General Warehousing and Storage"		8/14/2017 12:48:38
402557.00	"Industrial"	"9 37I022573"	3/22/2010 0:00:00	3/29/2010 0:00:00	4/29/2016 0:00:00	"Terminated"	5/27/2016 0:00:00	9.00	37.00	"Kerns St Storage"	9.64	"Acres"	" 8511 Kerns St"	"San Diego"	"California"	92154.00	"San Diego"	"Hugo Bermudez"	"Environmental Engineering Specialist"	"619-544-7780"		"Hugo.Bermudez@nassco.com"	"General Dynamics NASSCO"	" 2798 Harbor Drive"	"San Diego"	"California"	92113.00	"Alicia Ortiz"	"Sr. Environmental Engineer"	"619-544-7963"		"alicia.ortiz@nassco.com"	"Private Business"		" "		"California"		" "			"619-544-3400"																		"N"	"San Diego Bay"	"Thomas Chee"	"Environmental Manager"	"11-MAY-15 01.26.05.408000 PM"	"3731-Ship Building and Repairing"	"4225-General Warehousing and Storage"		8/14/2017 12:48:37
402561.00	"Industrial"	"9 37I022574"	3/22/2010 0:00:00	3/29/2010 0:00:00	4/29/2016 0:00:00	"Terminated"	5/27/2016 0:00:00	9.00	37.00	"Tidelands I Storage"	3.41	"Acres"	" 1902 Tidelands Ave"	"National City"	"California"	91920.00	"San Diego"	"Hugo Bermudez"	"Environmental Engineering Specialist"	"619-544-7780"		"Hugo.Bermudez@nassco.com"	"General Dynamics NASSCO"	" 2798 Harbor Drive"	"San Diego"	"California"	92113.00	"Hugo Bermudez"	"Environmental Engineering Specialist"	"619-544-7780"		"Hugo.Bermudez@nassco.com"	"Private Business"		" "		"California"		" "			"619-544-3400"																		"N"	"San Diego Bay"	"Thomas Chee"	"Environmental Manager"	"11-MAY-15 01.37.03.529000 PM"	"3731-Ship Building and Repairing"	"4225-General Warehousing and Storage"		8/14/2017 12:48:37
402558.00	"Industrial"	"9 37I022575"	3/22/2010 0:00:00	3/29/2010 0:00:00	4/29/2016 0:00:00	"Terminated"	6/1/2016 0:00:00	9.00	37.00	"Tidelands II Storage"	3.10	"Acres"	" 1645 Tidelands Ave"	"National City"	"California"	91950.00	"San Diego"	"Hugo  Bermudez"	"Environmental Engineering Specialist"	"619-544-7780"		"Hugo.Bermudez@nassco.com"	"General Dynamics NASSCO"	" 2798 Harbor Drive"	"San Diego"	"California"	92113.00	"Hugo  Bermudez"	"Environmental Engineering Specialist"	"619-544-7780"		"Hugo.Bermudez@nassco.com"	"Private Business"		" "		"California"		" "			"919-544-3400"																		"N"	"San Diego Bay"	"Thomas Chee"	"Environmental Manager"	"11-MAY-15 01.41.01.776000 PM"	"3731-Ship Building and Repairing"	"4225-General Warehousing and Storage"		8/14/2017 12:48:38
402786.00	"Industrial"	"9 37I022580"	3/25/2010 0:00:00	4/5/2010 0:00:00		"Active"	4/5/2010 0:00:00	9.00	37.00	"Alta Dena Dairy"	1.75	"Acres"	" 4656 Cardin St"	"San Diego"	"California"	92111.00	"San Diego"	"Leopoldo Barajas"	"Branch Manager"	"858-292-6930"		"Leopoldo_Barajas@deanfoods.com"	"Alta Dena Certified Ed Dairy LLC"	" 17637 E Valley Blvd"	"Industry City"	"California"	91744.00	"Leopoldo  Barajas"		"858-292-6930"		"Leopoldo_Barajas@deanfoods.com"	"Private Business"		" "		"California"		" "																					"N"	"Rose Creek"	"Leopoldo Barajas"	"Branch Manager"	"26-JUN-15 11.13.45.337000 AM"	"2023-Dry, Condensed, and Evaporated Dairy Products"			8/14/2017 12:48:38
403270.00	"Industrial"	"9 37I022629"		5/11/2010 0:00:00		"Active"	5/11/2010 0:00:00	9.00	37.00	"Sanders Composites Inc"	4.50	"Acres"	" 4075 Ruffin Rd "	"San Diego"	"California"	92123.00	"San Diego"	"Christopher Wolfe"	"General Manager"	"858-514-6384"		"cwolfe@sanderscomposites.com"	"Sanders Composites Inc"	" 4075 Ruffin Rd "	"San Diego"	"California"	92123.00	"Christopher Wolfe"	"General Manager"	"858-514-6384"		"cwolfe@sanderscomposites.com"	"Private Business"		" "		"California"		" "			"858-514-6384"																		"N"	"San Diego River"	"Christopher Wolfe"	"General Manager"	"07-MAY-15 11.53.57.304000 AM"	"3728-Aircraft Parts and Auxiliary Equipment, NEC"			8/14/2017 12:48:37
403263.00	"Industrial"	"9 37I022630"		5/11/2010 0:00:00	10/28/2014 0:00:00	"Terminated"	10/28/2014 0:00:00	9.00	37.00	"Oldcastel Precast Inc"	21.00	"Acres"	" 2511 Harmony Grove Rd"	"Escondido"	"California"	92029.00	"San Diego"	"Jim Miller"		"760-737-8590"			"Oldcastel Precast Inc"	" 2434 Rubidoux Blvd"	"Riverside"	"California"	92509.00	"David Reneson"		"760-737-8590"			"Private Business"		" "		"California"		" "																					"N"	"Escondido Creek to San Elijo Lagoon Pacific Ocean"				"3272-Concrete Products, Except Block and Brick"			8/14/2017 12:48:38
403311.00	"Industrial"	"9 37I022638"		5/13/2010 0:00:00	1/24/2013 0:00:00	"Terminated"	4/17/2013 0:00:00	9.00	37.00	"High Tech Auto Dismantling"	1.00	"Acres"	" 1550 Heritage Rd"	"San Diego"	"California"	92154.00	"San Diego"	"Francisco Tapia"		"619-864-3722"			"High Tech Auto Dismantling"	" 1550 Heritage Rd"	"San Diego"	"California"	92154.00	"Joseph  Kachkorian"		"619-933-1254"			"Private Business"		" "		"California"		" "																					"N"	"Otay River"				"5015-Motor Vehicle Parts, Used"			8/14/2017 12:48:38
403472.00	"Industrial"	"9 37I022651"		5/27/2010 0:00:00		"Terminated"	2/25/2016 0:00:00	9.00	37.00	"Foamco LLC"	0.20	"Acres"	" 5539 Ruffin Rd"	"San Diego"	"California"	92123.00	"San Diego"	"Andrea  Marone"		"558-277-3626"		"andrea31829@hotmail.com"	"Jerry Mooney"										"Private Individual"		" "		"California"		" "																					"N"	"ocean"				"3086-Plastics Foam Products"			8/14/2017 12:48:37
404418.00	"Industrial"	"9 37I022690"		6/28/2010 0:00:00		"Active"	6/28/2010 0:00:00	9.00	37.00	"Ron  Sons Trucking Inc "	2.01	"Acres"	" 1581 Radar Road"	"San Diego"	"California"	92154.00	"San Diego"	"Ronald Erpelding Jr"	"Vice President"	"619-661-2511"		"ronjr@ronandsonstrucking.com"	"Ron  Sons Trucking Inc"	" 1581 Radar Road"	"San Diego"	"California"	92154.00	"Ron  Erpelding"	"Vice President"	"619-661-2511"		"ronjr@ronandsonstrucking.com"	"Private Business"		" "		"California"		" "																					"N"	"Tijuana Estuary"	"Ryan Erpelding"	"President of Operations"	"03-JUN-16 08.44.08.847000 AM"	"4213-Trucking, Except Local"			8/14/2017 12:48:38
405222.00	"Industrial"	"9 37I022716"	7/9/2010 0:00:00	7/9/2010 0:00:00		"Active"	7/9/2010 0:00:00	9.00	37.00	"Integrated Energy Technologies Inc"	7.00	"Acres"	" 1891 Nirvana Ave"	"Chula Vista"	"California"	91911.00	"San Diego"	"Davis  Nacamu"	"Plant Manager"	"664-617-6870"	"317"	"dnacamu@doncasters.com"	"Integrated Energy Technologies Inc"	" 757 Main St"	"Chula Vista"	"California"	91911.00	"Juan Colon Cortes"	"GM "	"619-216-0420"		"jcortes@doncasters.com"	"Private Business"		" "		"California"		" "																					"N"	"Otay River"	"Juan Colon Cortes"	"EHS Manager"	"11-JUL-16 12.41.16.059000 PM"	"3444-Sheet Metal Work"			8/14/2017 12:48:38
405502.00	"Industrial"	"9 37I022724"	7/19/2010 0:00:00	7/19/2010 0:00:00		"Active"	7/19/2010 0:00:00	9.00	37.00	"IMS Electronics Recycling Inc"	41000.00	"SqFt"	" 12455 Kerran St 300"	"Poway"	"California"	92064.00	"San Diego"	"Robert Benavent"	"Director"	"858-679-1555"		"robertb@imselectronics.com"	"IMS Electronics Recycling Inc"	" 12455 Kerran St 300"	"Poway"	"California"	92064.00	"Ed  Siegel"		"858-679-1555"		"robertb@imselectronics.com"	"Private Business"		" "		"California"		" "																					"N"	"Poway Creek"	"Robert Benavent"	"Director"	"11-AUG-15 02.25.49.227000 PM"	"5093-Scrap and Waste Materials"			8/14/2017 12:48:38
405796.00	"Industrial"	"9 37I022752"	7/26/2010 0:00:00	7/26/2010 0:00:00		"Active"	7/26/2010 0:00:00	9.00	37.00	"Otay Mesa Energy Center LLC"	46.00	"Acres"	" 606 De La Fuente Ct"	"San Diego"	"California"	92154.00	"San Diego"	"Jody Batten"	"Plant Manager"	"619-210-1207"		"Jody.batten@calpine.com"	"Calpine Otay Mesa Energy Center"	" 606 De La Fuente Ct"	"San Diego"	"California"	92154.00	"Jody Batten"		"619-210-1207"		"Jody.batten@calpine.com"	"Other"		" "		"California"		" "																					"N"	"Johnson Canyon Creek"	"Jody Batten"	"Plant Manager"	"18-JUN-15 10.52.39.215000 AM"	"4911-Electric Services"			8/14/2017 12:48:37
406269.00	"Industrial"	"9 37I022767"	8/6/2010 0:00:00	8/6/2010 0:00:00		"Active"	8/6/2010 0:00:00	9.00	37.00	"Otay Mesa HMA"	12.73	"Acres"	" 7522 Paseo De La Fuente"	"San Diego"	"California"	92154.00	"San Diego"	"Tom Lavera"	"District Operations Manager"	"619-571-1945"		"laverat@vmcmail.com"	"Calmat Co dba Vulcan Materials"	" 500 N Brand Boulevard"	"Glendale"	"California"	91203.00	"Cesar Aranda"	"Water Resources Manager"	"559-434-1202"		"arandac@vmcmail.com"	"Private Business"		" "		"California"		" "			"619-571-1945"																		"N"	"Pacific Ocean via Storm Drain"	"Cesar Aranda"	"Water Resources Manager"	"10-JUN-15 03.54.03.206000 PM"	"2951-Asphalt Paving Mixtures and Blocks"			8/14/2017 12:48:37
406311.00	"Industrial"	"9 37I022770"	8/9/2010 0:00:00	8/9/2010 0:00:00		"Active"	8/9/2010 0:00:00	9.00	37.00	"Associated Microbreweries Inc"	30000.00	"SqFt"	" 5985 Santa Fe St"	"San Diego"	"California"	92109.00	"San Diego"	"Brian Bishop"	"Brewery Plant Manager"	"619-490-6389"		"Brian.bishop@karlstrauss.com"	"Associated Microbreweries Inc"	" 5985 Santa Fe St"	"San Diego"	"California"	92109.00	"Shawn Steele"		"619-981-3058"		"Shawn.steele@karlstrauss.com"	"Private Business"		" "		"California"		" "			"619-490-6389"																		"N"	"Rose Creek"	"Shawn Steele"	"Quality Control Manager"	"25-AUG-15 04.59.10.338000 PM"	"2082-Malt Beverages"			8/14/2017 12:48:37
406322.00	"Industrial"	"9 37I022773"	8/9/2010 0:00:00	8/9/2010 0:00:00		"Active"	8/9/2010 0:00:00	9.00	37.00	"First Transit Inc 55586"	5.50	"Acres"	" 303 Via del Norte"	"Oceanside"	"California"	92024.00	"San Diego"	"Doug Koistinen"	"Maintenance Manager"	"760-901-1137"		"douglas.koistinen@firstgroup.com"	"First Transit Inc"	" 110 Perimeter Park Rd Ste E"	"Knoxville"	"Tennessee"	37922.00	"Nan Cutshall"	"Senior Environmental Engineer"	"865-539-2077"		"firstgroup@strataenv.com"	"Private Business"		" "		"Tennessee"		" "																					"N"	"MS4 to San Luis Rey River"	"Susan Kirkpatrick"	"Sr Environmental Project Program Mgr"	"08-APR-15 11.58.23.071000 AM"	"4111-Local and Suburban Transit"			8/14/2017 12:48:37
406320.00	"Industrial"	"9 37I022774"	8/9/2010 0:00:00	8/9/2010 0:00:00		"Active"	8/9/2010 0:00:00	9.00	37.00	"First Transit Inc 55586A"	5.00	"Acres"	" 755 Norlak Ave"	"Escondido"	"California"	92025.00	"San Diego"	"Michael Robinson"	"Maintenance Manager"	"760-901-1137"		"michael.robinson@firstgroup.com"	"First Transit Inc"	" 110 Perimeter Park Ste E"	"Knoxville"	"Tennessee"	37922.00	"Nan Cutshall"	"Senior Environmental Engineer"	"865-539-2077"		"firstgroup@strataenv.com"	"Private Business"		" "		"Tennessee"		" "																					"N"	"Escondido Creek"	"Susan Kirkpatrick"	"Sr Environmental Project Program Mgr"	"08-APR-15 12.17.50.706000 PM"	"4111-Local and Suburban Transit"			8/14/2017 12:48:38
405980.00	"Industrial"	"9 37I022776"	8/10/2010 0:00:00	8/10/2010 0:00:00		"Active"	8/10/2010 0:00:00	9.00	37.00	"Costco Wholesale Industries"	8.37	"Acres"	" 1001 W 19th St"	"National City"	"California"	91950.00	"San Diego"	"Noe  Betancourt"	"General Manager"	"619-336-3446"		"nbetancourt@costco.com"	"Costco Wholesale Corporation"	" 999 Lake Drive"	"Issaquah "	"Washington"	98027.00	"Legal Department"		"425-313-8100"		"gtsuboi@costco.com"	"Private Business"		" "		"Washington"		" "																					"N"	"Sweetwater Authority"	"Gail Tsuboi"	"General Manager"	"21-OCT-16 07.13.47.592000 AM"	"3851-Ophthalmic Goods"			8/14/2017 12:48:38
406382.00	"Industrial"	"9 37I022804"	8/30/2010 0:00:00	8/30/2010 0:00:00	6/30/2015 0:00:00	"Terminated"	6/30/2015 0:00:00	9.00	37.00	"NRC Environmental Services Inc"	1.46		" 2950 Kurtz St"	"San Diego"	"California"	92110.00	"San Diego"	"Jorge Uraga"		"619-235-3327"			"NRC Environmental Services Inc"	" 2950 Kurtz St"	"San Diego"	"California"	92110.00	"Jorge Uraga"		"619-235-3327"			"Private Business"		" "		"California"		" "																					"N"	"Pacific Ocean San Diego Bay"				"9999-Nonclassifiable Establishments"	"4212-Local Trucking Without Storage"		8/14/2017 12:48:37
407052.00	"Industrial"	"9 37I022805"	8/30/2010 0:00:00	8/30/2010 0:00:00		"Active"	8/30/2010 0:00:00	9.00	37.00	"Riley Recycling Inc"	13000.00	"SqFt"	" 15 28th St"	"San Diego"	"California"	92102.00	"San Diego"	"Mark Riley"		"619-420-4600"		"mark@rileyrecycling.com"	"Riley Recycling Inc"	" 2817 Main st"	"Chula Vista"	"California"	91911.00	"Ann Maria Castaneda"		"619-420-4600"		"mark@rileyrecycling.com"	"Private Business"		" "		"California"		" "																					"N"	"Storm Drain"	"Mark Riley"	"Owner"	"20-MAY-15 10.32.12.485000 AM"	"5093-Scrap and Waste Materials"			8/14/2017 12:48:37
407057.00	"Industrial"	"9 37I022807"	8/30/2010 0:00:00	8/30/2010 0:00:00		"Active"	8/30/2010 0:00:00	9.00	37.00	"AAA Foreign Auto Recycling Inc"	60000.00	"SqFt"	" 1851 Nirvana Ave"	"Chula Vista"	"California"	91913.00	"San Diego"	"Yosef Alemi"	"owner"	"619-421-9252"		"alemiak@yahoo.com"	"AAA Foreign Auto Recycling Inc"	" 1756 Sagetree Ct"	"Chula Vista"	"California"	91913.00	"Yosef Alemi"		"619-421-9252"		"alemiak@yahoo.com"	"Private Business"		" "		"California"		" "																					"N"	"Storm Drain"	"akber alemi"	"co signer"	"15-JUN-15 04.01.18.435000 PM"	"5015-Motor Vehicle Parts, Used"			8/14/2017 12:48:37
407474.00	"Industrial"	"9 37I022819"	9/14/2010 0:00:00	9/14/2010 0:00:00		"Active"	9/14/2010 0:00:00	9.00	37.00	"Certified Transportation"	1.00		" 560 N Quince St"	"Escondido"	"California"	92025.00	"San Diego"	"Karen Boyd"		"760-741-9953"			"Certified Transportation Ser"	" 1038 Custer St"	"Santa Ana"	"California"	92701.00	"David Gregory"		"714-835-8676"			"Private Business"		" "		"California"		" "																					"N"	"Reidy Canyon Creek"	"KAREN BOYD"	"MANAGER"	"11-JUN-15 01.39.48.604000 PM"	"4151-School Buses"	"4141-Local Bus Charter Service"		8/14/2017 12:48:37
407770.00	"Industrial"	"9 37I022841"	9/23/2010 0:00:00	9/23/2010 0:00:00		"Terminated"	2/25/2016 0:00:00	9.00	37.00	"San Diego Truck Body and Equip"	66400.00	"SqFt"	" 8373 Broadway"	"Lemon Grove"	"California"	91945.00	"San Diego"	"Jesus Sandoval"		"619-660-1265"			"San Diego Truck Body and Equip"	" 8373 Broadway"	"Lemon Grove"	"California"	91945.00	"Jesus Sandoval"		"619-660-1265"			"Private Business"		" "		"California"		" "																					"N"	"Sweetwater River"				"3799-Transportation Equipment, NEC"	"3713-Truck and Bus Bodies"		8/14/2017 12:48:37
409291.00	"Industrial"	"9 37I022899"	11/9/2010 0:00:00	11/9/2010 0:00:00		"Active"	11/9/2010 0:00:00	9.00	37.00	"San Marcos Energy LLC "	0.25	"Acres"	" 1615 San Elijo Rd "	"San Marcos"	"California"	92069.00	"San Diego"	"Suparna  Chakladar"		"951-833-4153"			"San Marcos Energy LLC "	" 5087 Junction Rd "	"Lockport"	"New York"	14094.00	"Suparna  Chakladar"		"951-833-4153"			"Private Business"		" "		"New York"		" "			"951-833-4153"																		"N"	"Ocean"	"Suparna Chakladar"	"Vice President"	"15-JUN-15 07.00.43.222000 AM"	"4911-Electric Services"			8/14/2017 12:48:37
409628.00	"Industrial"	"9 37I022915"	11/22/2010 0:00:00	11/22/2010 0:00:00	12/3/2012 0:00:00	"Terminated"	12/3/2012 0:00:00	9.00	37.00	"Tomra Pacific Inc"	12500.00	"SqFt"	" 4460 University Ave"	"San Diego"	"California"	92105.00	"San Diego"	"Luis  Hipolito"		"951-515-9089"			"Tomra Pacific Inc"	" 150 Klug Cir"	"Corona"	"California"	92880.00	"Luis  Hipolito"		"951-515-9089"			"Private Business"		" "		"California"		" "																					"N"	"tributary to the san diego river "				"5093-Scrap and Waste Materials"			8/14/2017 12:48:37
410255.00	"Industrial"	"9 37I022943"	12/14/2010 0:00:00	12/14/2010 0:00:00	1/1/2013 0:00:00	"Terminated"	4/26/2013 0:00:00	9.00	37.00	"Greenyard Auto Recycling "	10000.00	"SqFt"	" 1250 G Hwy 67"	"Lakeside"	"California"	92040.00	"San Diego"	"Brad Shervheim"		"619-251-9070"			"Greenyard Auto Recycling LLC"	" 8758 Granite House Lane"	"Santee"	"California"	92071.00	"Brad Shevheim"		"507-581-0877"			"Private Business"		" "		"California"		" "																										"5015-Motor Vehicle Parts, Used"			8/14/2017 12:48:37
410505.00	"Industrial"	"9 37I022955"	12/23/2010 0:00:00	12/23/2010 0:00:00		"Active"	12/23/2010 0:00:00	9.00	37.00	"Strategic Operations"	216250.00	"SqFt"	" 4705 Ruffin Rd"	"San Diego"	"California"	92123.00	"San Diego"	"Jeffrey Neitzel"	"Project Coordinator"	"858-244-0559"		"jeff@e-stops.com"	"Stu Segall"										"Private Individual"		" "		"California"		" "																					"N"	"San Diego River"	"Jeffrey Neitzel"	"Project Coordinator Head Mold Maker"	"17-JUN-15 10.18.32.265000 AM"	"9999-Nonclassifiable Establishments"			8/14/2017 12:48:37
410566.00	"Industrial"	"9 37I022961"	12/29/2010 0:00:00	12/29/2010 0:00:00		"Terminated"	2/25/2016 0:00:00	9.00	37.00	"Carroll Park Dr Facility"	53000.00	"SqFt"	" 9440 Carroll Park Dr"	"San Diego"	"California"	92121.00	"San Diego"	"George Picone"		"858-202-4500"			"Illumina Inc"	" 9885 Towne Centre Dr"	"San Diego"	"California"	92121.00	"George Picone"		"858-202-4500"			"Private Business"		" "		"California"		" "																					"N"	"Mission Bay"				"2834-Pharmaceutical Preparations"			8/14/2017 12:48:38
410593.00	"Industrial"	"9 37I022963"	12/31/2010 0:00:00	12/31/2010 0:00:00		"Active"	12/31/2010 0:00:00	9.00	37.00	"El Cajon Energy LLC"	2.21	"Acres"	" 222 N Johnson Ave"	"El Cajon"	"California"	92020.00	"San Diego"	"Stephen. J Cobbe"	"Plant Manager"	"619-579-9002"		"scobbe@wellhead.com"	"El Cajon Energy LLC"	" 222 N Johnson Ave"	"El Cajon"	"California"	92020.00	"Susana Miramontes"		"619-579-9002"		"smiramontes@wellhead.com"	"Private Business"		" "		"California"		" "			"619-627-2908"																		"N"	"Forester Creek"	"Genevieve Huffman"	"Environmental Coordinator"	"27-MAY-15 05.59.36.428000 PM"	"4911-Electric Services"			8/14/2017 12:48:37
411261.00	"Industrial"	"9 37I022987"	1/25/2011 0:00:00	1/25/2011 0:00:00		"Active"	1/25/2011 0:00:00	9.00	37.00	"National Iron Works"	13090.00	"SqFt"	" 832 Hoover Ave"	"National City"	"California"	91950.00	"San Diego"	"Juergen Wild"	"Partner"	"619-477-1191"		"natioinaliron@aol.com"	"Harald Lechler and Juergen Wild"	" 832 Hoover Ave"	"National City"	"California"	91950.00	"Juergen Wild"	"Partner"	"619-477-1191"		"natioinaliron@aol.com"	"Private Business"		" "		"California"		" "			"619-203-6164"																		"N"	"San Diego Bay"	"Juergen Wild"	"Partner"	"02-JUL-15 11.25.22.176000 AM"	"3441-Fabricated Structural Metal"			8/14/2017 12:48:37
411916.00	"Industrial"	"9 37I023019"	2/11/2011 0:00:00	2/11/2011 0:00:00		"Active"	2/11/2011 0:00:00	9.00	37.00	"Chula Vista Plant"	128.00	"Acres"	" 2041 Heritage Rd"	"Chula Vista"	"California"	91913.00	"San Diego"	"John Atkins"	"Plant Manager"	"619-778-6572"		"atkinsj@vmcmail.com"	"CalMat Co dba Vulcan Materials Co Western Div"	" 500 N Brand Boulevard"	"Glendale"	"California"	91203.00	"Cesar Aranda"	"Water Resources Manager"	"559-434-1202"		"arandac@vmcmail.com"	"Private Business"		" "		"California"		" "			"619-778-6572"																		"Y"	"Otay River"	"Cesar Aranda"	"Water Resources Manager"	"02-JUN-15 11.01.35.129000 AM"	"1429-Crushed and Broken Stone, NEC"			8/14/2017 12:48:38
412228.00	"Industrial"	"9 37I023027"	2/22/2011 0:00:00	2/22/2011 0:00:00	2/7/2013 0:00:00	"Terminated"	2/7/2013 0:00:00	9.00	37.00	"Select Truck Parts Truck Dismantling"	0.50	"Acres"	" 1165 B Otay Valley Rd"	"San Diego"	"California"	92154.00	"San Diego"	"Daniel Abramowitz"		"619-628-6284"			"Daniel Abramowitz"	" 1155 La Media Rd"	"San Diego"	"California"	92154.00	"Daniel Abramowitz"		"619-628-6284"			"Private Business"		" "		"California"		" "																					"N"	"Otay Lake"				"5015-Motor Vehicle Parts, Used"			8/14/2017 12:48:38
412295.00	"Industrial"	"9 37I023030"	2/23/2011 0:00:00	2/23/2011 0:00:00		"Active"	2/23/2011 0:00:00	9.00	37.00	"Harris Rebar Southern California"	3.50	"Acres"	" 12751 Vigilante Rd"	"Lakeside"	"California"	92040.00	"San Diego"	"Charles Moorman"		"619-655-3580"			"Harris Steel"	" 12751 Vigilante Rd"	"Lakeside"	"California"	92040.00	"Charles Moorman"	"Branch Manager"	"602-254-0091"		"tkoch@harrisrebar.com"	"Private Business"		" "		"California"		" "																					"N"	"San Diego River"	"Jeff Gallio"	"Branch Manager"	"05-FEB-15 09.29.28.813000 AM"	"3449-Miscellaneous Structural Metal Work"			8/14/2017 12:48:38
412445.00	"Industrial"	"9 37I023038"	2/28/2011 0:00:00	2/28/2011 0:00:00	9/4/2012 0:00:00	"Terminated"	9/4/2012 0:00:00	9.00	37.00	"Vallesitos Auto Dismantling"	0.12	"Acres"	" 995 Heritage Rd #B"	"San Diego"	"California"	92154.00	"San Diego"	"Fernando Rodriguez"		"619-661-1428"			"Fernando Rodriguez"										"Private Individual"		" "		"California"		" "																					"N"	"Otay"				"5015-Motor Vehicle Parts, Used"			8/14/2017 12:48:38
412843.00	"Industrial"	"9 37I023052"	3/8/2011 0:00:00	3/8/2011 0:00:00		"Active"	3/8/2011 0:00:00	9.00	37.00	"Cali Resources Inc"	48663.00	"SqFt"	" 2310 Michael Farady Dr"	"San Diego"	"California"	92154.00	"San Diego"	"Maria Hannegan"	"EHSMS"	"619-661-1774"		"maria@caliresources.com"	"Carlos Kelvin"	" 2310 Michael Faraday Dr"	"San Diego"	"California"	92154.00	"Maria Hannegan"	"EHSMS"	"619-661-1774"		"maria@caliresources.com"	"Private Business"		" "		"California"		" "																					"N"	"Otay River"	"Maria Hannegan"	"EHSMS"	"29-JUN-15 03.59.02.630000 PM"	"5093-Scrap and Waste Materials"			8/14/2017 12:48:37
412870.00	"Industrial"	"9 37I023053"	3/8/2011 0:00:00	3/8/2011 0:00:00		"Terminated"	4/29/2011 0:00:00	9.00	37.00	"S Bay Power Plant"	148.50		" 990 Bay Blvd"	"Chula Vista"	"California"	91911.00	"San Diego"	"Ted Lamb"		"619-420-8431"			"Dynergy S Bay LLC"	" 990 Bay Blvd"	"Chula Vista"	"California"	91911.00	"Ted Lamb"		"619-420-8431"			"Private Business"		" "		"California"		" "																					"N"	"San Diego Bay"				"4911-Electric Services"			8/14/2017 12:48:37
